,YOB,Income,Lon,Lat,Apl_Year,gender,Accepted
2040,1982,8318,-94,21,2016,0,False
2041,1946,3118,-82,28,2018,0,True
2042,1968,2837,-86,46,2017,0,True
2043,1979,5672,-81,37,2017,0,False
2044,1933,2558,-90,37,2016,0,True
2045,2009,3183,-87,46,2016,1,True
2046,1925,2872,-86,21,2016,1,True
2047,1987,3740,-90,46,2017,0,True
2048,2010,7143,-90,38,2016,0,False
2049,2001,7824,-81,26,2016,1,False
2050,1989,1338,-95,42,2017,1,True
2051,1963,5221,-90,25,2017,1,True
2052,1913,5806,-86,28,2017,0,True
2053,1915,2991,-95,21,2018,1,True
2054,1945,3621,-87,28,2018,1,False
2055,1988,2472,-84,26,2018,1,True
2056,1923,2501,-86,29,2016,1,True
2057,1954,2701,-87,24,2016,1,False
2058,1996,6311,-82,46,2018,0,False
2059,1924,4177,-90,38,2017,0,True
2060,1938,5819,-82,29,2016,0,False
2061,1933,2423,-90,42,2017,1,True
2062,2013,7707,-82,42,2018,0,True
2063,1980,8110,-90,37,2016,0,False
2064,2012,5142,-94,46,2018,1,True
2065,1923,3461,-81,38,2016,1,True
2066,1962,5515,-82,42,2018,0,False
2067,1987,5345,-86,42,2016,0,True
2068,1942,5040,-94,25,2018,1,True
2069,1976,8947,-81,29,2018,0,True
2070,1928,9009,-86,24,2016,0,True
2071,2009,5748,-82,46,2018,1,False
2072,1963,1518,-94,26,2018,1,False
2073,1990,7504,-81,21,2017,0,False
2074,1939,6944,-82,38,2017,1,True
2075,1962,7955,-82,24,2016,1,False
2076,2016,8970,-84,24,2017,1,True
2077,1969,7507,-82,28,2018,1,False
2078,1925,4353,-97,29,2016,0,True
2079,1946,2424,-82,28,2016,0,True
2080,1982,4225,-81,25,2016,1,True
2081,1980,6301,-95,46,2018,0,False
2082,1969,8188,-86,26,2016,0,False
2083,2008,9457,-94,38,2017,0,False
2084,2004,5275,-86,42,2016,0,False
2085,1952,8692,-90,21,2016,0,False
2086,1968,3423,-99,26,2016,1,False
2087,1981,9579,-81,46,2017,0,True
2088,1948,1642,-82,24,2017,0,True
2089,1970,2380,-86,24,2016,1,False
2090,1978,2857,-87,25,2017,1,True
2091,1917,3519,-97,42,2016,0,True
2092,1969,1638,-84,25,2016,1,False
2093,1972,2997,-86,28,2017,1,True
2094,1971,9438,-86,38,2017,1,False
2095,1943,2072,-94,25,2018,1,True
2096,1925,9894,-97,46,2018,1,False
2097,1973,7165,-97,24,2017,1,False
2098,1916,2908,-95,46,2018,0,True
2099,1947,1092,-95,37,2016,1,False
2100,2002,4506,-97,29,2018,0,False
2101,1952,3162,-81,25,2018,0,True
2102,2005,3521,-84,21,2017,1,True
2103,1946,9777,-87,37,2017,1,False
2104,2008,7616,-99,38,2016,1,True
2105,1936,1485,-84,21,2016,1,False
2106,1982,8186,-84,24,2017,1,True
2107,1977,8929,-99,28,2018,1,False
2108,1924,5297,-95,42,2018,0,False
2109,1995,3459,-82,24,2016,1,True
2110,2013,1263,-82,42,2017,1,True
2111,1998,6302,-90,28,2016,1,True
2112,1913,4238,-99,25,2017,1,True
2113,1937,4986,-90,25,2016,1,False
2114,1968,2373,-99,28,2017,0,False
2115,1916,3720,-94,37,2018,0,True
2116,1985,4389,-99,29,2016,0,True
2117,1917,2352,-95,46,2016,1,True
2118,1949,2795,-86,24,2017,0,True
2119,1944,4590,-86,24,2016,1,False
2120,1914,8544,-99,26,2017,0,False
2121,1940,7788,-81,21,2017,1,False
2122,1952,6268,-82,29,2016,1,False
2123,1996,4069,-87,26,2018,1,False
2124,1970,8578,-99,21,2018,0,False
2125,1922,7230,-94,25,2017,1,False
2126,1997,7901,-81,46,2017,1,False
2127,1911,4798,-81,42,2017,0,True
2128,1999,3152,-81,21,2018,0,True
2129,2013,2556,-99,21,2016,0,True
2130,1990,8328,-87,29,2016,0,False
2131,1999,6723,-95,37,2017,0,False
2132,1936,2789,-81,28,2018,1,True
2133,1996,9032,-81,28,2018,0,False
2134,1934,8839,-82,21,2018,1,True
2135,1925,6508,-99,28,2017,0,False
2136,1910,9410,-94,24,2018,1,False
2137,1929,5960,-90,29,2016,0,True
2138,1990,9878,-87,37,2017,0,False
2139,1980,9041,-90,21,2017,1,False
2140,1977,3743,-97,46,2018,1,True
2141,2002,7581,-99,25,2017,0,False
2142,1936,9008,-90,21,2017,1,False
2143,1989,8566,-90,21,2016,0,False
2144,1983,1002,-97,24,2018,1,True
2145,2006,3086,-97,37,2017,1,True
2146,2012,2331,-94,25,2017,1,True
2147,1985,1246,-84,29,2017,0,True
2148,2013,6284,-99,46,2018,0,True
2149,1947,9647,-95,46,2016,1,False
2150,1941,7684,-82,46,2016,1,True
2151,1948,7062,-94,29,2018,1,False
2152,1930,8463,-84,21,2017,0,True
2153,2009,2541,-84,29,2017,0,True
2154,1993,5579,-94,26,2017,0,True
2155,1948,9304,-97,25,2017,1,False
2156,1987,4392,-87,38,2016,0,False
2157,1945,6079,-97,26,2016,1,False
2158,1998,5606,-84,37,2018,1,True
2159,2016,5604,-90,42,2018,1,True
2160,1963,2941,-81,38,2016,1,True
2161,1962,9878,-97,21,2016,1,False
2162,2004,9968,-97,21,2018,1,False
2163,1960,7982,-94,25,2017,0,False
2164,1940,7156,-86,29,2017,0,False
2165,1956,8306,-94,42,2017,0,False
2166,2013,4652,-81,28,2018,1,True
2167,2004,4828,-97,46,2017,1,False
2168,1970,2303,-86,37,2018,1,True
2169,1985,5740,-82,24,2017,0,True
2170,1959,9662,-97,46,2016,0,False
2171,1935,4012,-99,38,2016,1,True
2172,1983,9516,-82,46,2018,0,True
2173,1962,7726,-90,28,2018,0,False
2174,1928,5614,-81,38,2018,1,False
2175,1933,6203,-94,46,2016,1,True
2176,1954,7211,-94,37,2016,0,False
2177,1923,1661,-81,29,2017,1,True
2178,1995,7537,-99,28,2016,0,False
2179,1931,3892,-86,29,2018,0,True
2180,1926,1735,-82,37,2018,0,True
2181,1984,3897,-86,38,2016,1,True
2182,1984,1552,-84,46,2018,0,True
2183,1967,5101,-81,24,2017,0,False
2184,2006,1577,-99,21,2017,0,True
2185,1910,4486,-95,25,2016,0,True
2186,1994,1684,-81,28,2017,0,False
2187,1965,1674,-90,25,2017,1,True
2188,1936,8907,-84,24,2018,0,False
2189,2002,4308,-82,42,2018,0,False
2190,1950,1657,-94,28,2018,1,True
2191,2008,3139,-97,29,2018,0,False
2192,2014,4929,-99,29,2017,1,True
2193,1993,1015,-81,28,2017,0,False
2194,2003,5407,-97,37,2016,0,False
2195,1941,3099,-84,38,2018,1,False
2196,1917,3182,-99,38,2016,1,True
2197,1983,4401,-86,25,2017,0,False
2198,1932,5805,-94,29,2018,1,False
2199,2002,8378,-99,24,2017,0,False
2200,1984,4593,-94,42,2018,0,False
2201,1981,7961,-99,29,2016,1,False
2202,1973,4991,-87,46,2016,1,True
2203,1925,5077,-87,21,2016,0,True
2204,1999,7110,-99,24,2016,0,False
2205,1971,2709,-99,25,2016,0,True
2206,1992,7806,-86,38,2016,0,False
2207,1935,9604,-82,46,2018,0,False
2208,2006,4196,-86,38,2017,0,False
2209,1964,9559,-82,46,2018,0,False
2210,1991,6478,-95,26,2017,1,False
2211,1923,6105,-90,38,2016,0,False
2212,1964,4814,-94,38,2017,0,False
2213,1944,6169,-97,26,2018,1,False
2214,1955,1773,-99,24,2016,0,True
2215,1957,8006,-84,26,2017,1,False
2216,1927,6883,-99,24,2016,0,False
2217,1992,2212,-81,24,2018,1,True
2218,1978,5725,-95,24,2018,0,False
2219,1931,2304,-86,24,2018,0,False
2220,1930,9488,-87,28,2017,0,True
2221,1932,8167,-86,28,2017,1,False
2222,1974,7229,-86,26,2018,1,False
2223,1937,9630,-97,29,2017,0,False
2224,1993,5292,-82,37,2018,0,True
2225,1940,9682,-84,25,2018,0,False
2226,1918,1076,-94,25,2016,0,True
2227,1914,1573,-82,42,2016,1,True
2228,1911,6975,-82,46,2018,1,False
2229,1920,4305,-90,24,2016,0,True
2230,1946,7688,-90,28,2017,0,False
2231,1927,3030,-94,21,2018,0,False
2232,1984,7778,-99,42,2016,0,False
2233,1959,7700,-82,38,2017,1,False
2234,1986,6773,-87,37,2018,1,False
2235,1991,6226,-90,25,2017,0,True
2236,1912,1321,-90,42,2018,0,True
2237,2002,8417,-94,38,2018,0,False
2238,2004,5090,-81,26,2016,1,False
2239,2015,4751,-94,26,2018,1,True
2240,1999,9547,-84,46,2016,1,False
2241,1929,6642,-94,24,2016,0,False
2242,1957,2974,-97,46,2016,1,True
2243,1968,9090,-95,37,2017,1,False
2244,1966,9205,-84,37,2018,0,False
2245,1910,7954,-94,24,2016,0,True
2246,1962,3928,-82,28,2018,0,True
2247,1932,4286,-81,42,2017,1,True
2248,1975,5942,-87,25,2017,0,False
2249,2005,8816,-86,46,2017,0,False
2250,2009,7218,-97,21,2018,1,False
2251,2005,3240,-90,26,2018,1,False
2252,1945,2848,-95,46,2017,0,True
2253,1952,7371,-81,24,2017,0,False
2254,1984,8847,-99,42,2018,1,False
2255,1986,1959,-94,24,2016,0,False
2256,2012,9462,-97,42,2018,1,True
2257,1960,3232,-94,37,2017,0,False
2258,1974,5485,-82,26,2018,0,False
2259,1994,7534,-82,21,2017,1,False
2260,1927,6608,-94,25,2018,0,False
2261,1976,5677,-81,38,2017,0,False
2262,1934,2470,-90,38,2018,0,False
2263,1925,3257,-90,24,2017,0,True
2264,1945,6702,-87,42,2018,1,False
2265,1936,3702,-81,26,2017,0,True
2266,1930,4663,-99,46,2016,0,False
2267,1932,9419,-87,46,2016,0,False
2268,1944,1485,-82,29,2018,0,False
2269,1945,3999,-97,37,2016,1,False
2270,1984,9423,-99,28,2016,0,False
2271,1994,4286,-90,42,2016,0,False
2272,2011,6356,-97,46,2018,0,False
2273,1962,8582,-87,46,2016,0,False
2274,1981,8330,-86,46,2016,1,False
2275,2015,8891,-99,42,2018,0,False
2276,1932,5516,-81,28,2018,1,False
2277,1969,5144,-82,38,2017,0,False
2278,1968,5082,-86,46,2016,0,False
2279,1979,9133,-84,46,2018,0,False
2280,2013,2765,-94,29,2017,1,True
2281,1935,5504,-90,38,2016,1,True
2282,1955,3956,-81,28,2017,0,True
2283,1919,4873,-87,25,2017,0,True
2284,1957,4716,-84,25,2018,1,False
2285,1919,6722,-95,25,2017,0,False
2286,1943,7614,-87,25,2016,0,False
2287,1935,5742,-99,42,2017,1,True
2288,1981,1958,-87,28,2018,0,True
2289,1923,8311,-94,46,2016,1,False
2290,1944,2051,-81,21,2016,1,False
2291,1967,9462,-97,24,2016,1,False
2292,1919,3262,-99,28,2018,1,True
2293,2007,5110,-95,28,2017,0,True
2294,1970,2999,-99,26,2018,0,False
2295,1969,2918,-82,26,2016,1,False
2296,1970,1899,-95,38,2018,1,True
2297,1969,1403,-84,28,2016,1,True
2298,1971,5554,-90,42,2016,0,True
2299,1929,8937,-86,37,2018,0,True
2300,2015,3427,-97,29,2017,1,True
2301,1975,8190,-97,25,2018,0,False
2302,1931,7148,-90,24,2016,0,True
2303,1979,1909,-94,21,2017,0,False
2304,1974,5470,-94,25,2016,0,False
2305,2005,1947,-99,42,2018,0,False
2306,1965,2124,-81,28,2017,1,True
2307,1942,1679,-84,46,2016,1,True
2308,1976,8626,-99,28,2017,0,False
2309,1938,1741,-95,46,2018,0,False
2310,1938,7088,-82,25,2018,1,True
2311,1975,4363,-81,28,2018,0,False
2312,1964,4039,-84,21,2018,1,True
2313,1913,1039,-90,21,2016,0,True
2314,1972,8753,-97,42,2017,0,False
2315,1963,8960,-94,37,2018,0,False
2316,1920,2346,-95,38,2017,1,True
2317,1940,7986,-87,46,2017,0,True
2318,1938,6786,-97,28,2017,0,True
2319,1935,6922,-82,38,2017,0,False
2320,1912,4957,-97,25,2017,1,True
2321,1914,8732,-81,26,2017,0,True
2322,1950,8751,-99,42,2017,1,False
2323,1997,5003,-90,42,2018,0,False
2324,1967,2453,-95,25,2016,0,False
2325,1936,2591,-84,28,2018,0,True
2326,1910,5980,-97,42,2017,1,False
2327,1920,5627,-86,21,2016,1,True
2328,1917,6663,-84,42,2016,1,True
2329,1959,6545,-84,24,2018,0,True
2330,1965,6188,-86,29,2016,0,False
2331,1949,3057,-81,37,2018,0,True
2332,1993,3158,-90,28,2016,1,False
2333,1929,4884,-97,46,2017,1,True
2334,1979,8169,-97,28,2018,0,True
2335,1932,1340,-81,25,2017,1,True
2336,1999,4035,-81,38,2017,1,True
2337,1989,3227,-99,37,2016,1,True
2338,1936,6880,-84,37,2017,1,False
2339,1937,4613,-94,28,2017,0,False
2340,1936,6012,-99,42,2016,0,False
2341,2012,5176,-97,37,2018,1,True
2342,1931,1401,-90,26,2016,1,True
2343,1920,4642,-90,38,2016,0,True
2344,1949,6443,-90,42,2018,0,True
2345,2005,5072,-84,46,2016,0,False
2346,1910,3540,-84,37,2017,0,True
2347,1922,7411,-86,38,2018,1,False
2348,2001,8794,-97,25,2017,1,False
2349,1924,9654,-82,21,2017,0,False
2350,1962,9825,-84,38,2016,0,False
2351,1978,9317,-81,42,2017,0,False
2352,1919,9594,-97,42,2016,0,False
2353,1980,7473,-90,46,2016,1,True
2354,1948,1441,-94,38,2018,0,True
2355,1968,8501,-87,28,2016,1,False
2356,2009,6409,-82,46,2016,1,True
2357,1956,5721,-84,42,2017,1,False
2358,1959,9221,-90,28,2016,1,False
2359,1980,5688,-82,29,2016,0,False
2360,1979,1325,-94,46,2018,0,True
2361,1913,4685,-86,38,2017,1,True
2362,1920,8480,-95,24,2017,1,False
2363,1953,7147,-90,42,2018,1,False
2364,1986,9956,-94,38,2018,1,False
2365,1982,5218,-81,21,2017,0,False
2366,2013,5304,-95,42,2016,1,False
2367,1965,8375,-99,26,2016,0,False
2368,1911,9263,-81,37,2016,1,True
2369,1939,2037,-86,25,2016,1,True
2370,1960,5202,-94,29,2017,0,False
2371,2013,8357,-87,25,2018,0,True
2372,1960,4665,-95,29,2017,1,False
2373,1997,9842,-94,26,2016,0,False
2374,1989,3930,-87,21,2017,0,True
2375,1923,2732,-87,38,2018,0,True
2376,1966,7449,-87,37,2017,1,False
2377,1952,2196,-82,28,2016,0,True
2378,1945,6765,-82,24,2017,1,False
2379,1944,8248,-95,25,2017,1,False
2380,1931,1025,-95,26,2017,1,False
2381,2009,7652,-81,46,2018,1,False
2382,1976,9409,-97,26,2016,0,False
2383,1998,2266,-86,24,2016,0,True
2384,1916,3494,-97,37,2016,1,False
2385,1936,8803,-86,26,2018,0,False
2386,2016,5730,-81,42,2017,0,True
2387,1953,2895,-94,21,2017,1,False
2388,1990,1016,-86,21,2016,0,True
2389,1918,1894,-81,21,2017,0,True
2390,1939,8175,-95,29,2016,0,True
2391,2002,9478,-86,25,2016,1,False
2392,1995,3134,-81,21,2017,0,True
2393,1960,6823,-86,25,2018,1,False
2394,1972,5523,-86,38,2017,1,True
2395,1941,4313,-84,42,2016,0,True
2396,1939,5781,-97,42,2017,0,True
2397,1971,5085,-94,46,2016,1,False
2398,1974,3095,-84,24,2016,1,True
2399,1929,4236,-94,24,2018,1,True
2400,1966,9979,-94,21,2016,1,False
2401,1967,7976,-87,38,2016,1,False
2402,1926,7564,-99,26,2018,0,False
2403,1933,2394,-87,29,2017,0,False
2404,1996,8220,-82,26,2018,1,False
2405,1916,1114,-84,28,2017,1,True
2406,1969,1801,-95,42,2016,1,False
2407,1938,1220,-84,25,2017,1,True
2408,1942,7226,-82,46,2016,0,False
2409,1914,5399,-95,28,2017,0,False
2410,1957,3930,-90,21,2018,1,True
2411,1926,2955,-84,42,2018,1,True
2412,1988,1073,-99,46,2018,1,True
2413,1922,7329,-86,46,2018,1,True
2414,1938,3970,-90,38,2018,1,True
2415,1970,2214,-84,29,2016,1,False
2416,1995,8688,-84,29,2018,1,False
2417,1924,8281,-90,37,2016,1,True
2418,1979,3935,-95,21,2016,1,True
2419,1928,2713,-95,21,2018,1,True
2420,1926,9493,-94,42,2016,1,False
2421,1920,7338,-82,29,2017,1,True
2422,2014,9006,-97,26,2018,0,True
2423,1921,4396,-95,25,2016,1,True
2424,1925,4170,-95,28,2017,1,True
2425,2002,9771,-94,21,2018,0,False
2426,1916,4993,-82,37,2018,1,False
2427,1971,5528,-94,25,2016,1,True
2428,1988,5429,-90,42,2016,0,False
2429,1982,6509,-99,38,2017,1,False
2430,1932,5553,-86,42,2016,1,True
2431,1920,2993,-82,24,2016,1,True
2432,1988,6072,-90,25,2017,1,True
2433,1964,8453,-94,26,2018,0,False
2434,1946,2760,-95,28,2018,0,True
2435,1918,5669,-81,38,2016,1,True
2436,1947,4075,-87,26,2016,1,False
2437,1972,6046,-84,42,2017,1,False
2438,1940,4911,-86,21,2016,1,True
2439,2003,1054,-87,26,2017,0,True
2440,1920,6726,-86,25,2017,0,True
2441,1982,2018,-86,26,2018,0,False
2442,1928,4876,-87,46,2016,1,True
2443,1952,2653,-81,28,2016,0,False
2444,1941,4694,-87,42,2017,1,True
2445,1962,7469,-94,29,2016,1,False
2446,1971,6997,-99,37,2016,1,True
2447,1943,6988,-94,42,2018,0,False
2448,1972,8956,-84,46,2016,1,False
2449,1984,9744,-99,28,2016,1,False
2450,1964,4579,-94,21,2018,0,False
2451,1910,6785,-95,25,2018,1,True
2452,1914,5148,-86,46,2017,0,True
2453,1982,7984,-84,26,2018,1,False
2454,1923,7811,-95,24,2016,1,True
2455,2013,3550,-87,29,2017,0,True
2456,2006,3882,-84,24,2016,1,True
2457,1976,2856,-97,24,2017,1,True
2458,2016,9665,-82,46,2016,1,True
2459,1936,1180,-94,25,2016,1,True
2460,1981,1987,-82,38,2018,0,True
2461,1950,9049,-97,26,2017,1,False
2462,2015,4747,-81,46,2017,1,True
2463,1929,4483,-87,38,2017,1,True
2464,1927,9383,-99,37,2017,1,True
2465,1996,7687,-84,38,2018,0,False
2466,1916,4010,-97,46,2018,1,True
2467,2004,3759,-90,38,2018,0,False
2468,1996,9069,-90,37,2016,1,False
2469,1914,6990,-86,42,2017,0,False
2470,2012,3686,-86,28,2018,1,True
2471,1999,7002,-90,28,2018,1,False
2472,1996,8732,-90,26,2018,0,False
2473,1910,6240,-82,21,2018,0,True
2474,1936,2715,-82,21,2017,1,True
2475,1982,8332,-97,26,2018,0,True
2476,2015,4155,-84,24,2017,1,True
2477,2011,8808,-87,46,2018,1,True
2478,1939,5327,-82,24,2017,1,False
2479,1974,5981,-86,46,2017,0,True
2480,1986,9115,-94,29,2017,1,True
2481,1941,6228,-82,42,2016,0,False
2482,2011,6990,-82,37,2018,1,False
2483,1952,6962,-87,37,2017,1,False
2484,2014,1466,-87,25,2018,1,True
2485,2011,1835,-97,46,2017,0,True
2486,1949,4572,-95,38,2017,0,False
2487,1983,6258,-82,21,2018,1,False
2488,1946,4743,-99,21,2017,0,True
2489,1931,5261,-86,29,2016,0,True
2490,1924,6389,-86,28,2016,0,True
2491,1963,7118,-99,29,2018,1,False
2492,2011,4663,-94,28,2017,1,False
2493,1981,2143,-95,24,2018,1,True
2494,1991,2580,-97,42,2017,1,True
2495,1995,7874,-94,21,2017,1,True
2496,1932,9720,-81,42,2018,1,False
2497,1923,7168,-86,25,2018,1,False
2498,1931,3749,-86,21,2016,1,True
2499,1947,4350,-82,46,2018,0,False
2500,1913,2933,-94,26,2017,1,True
2501,1958,8254,-81,21,2017,0,False
2502,1914,5759,-95,21,2016,1,True
2503,2010,1905,-94,46,2016,0,True
2504,1915,7608,-90,28,2016,0,True
2505,1978,9846,-81,28,2016,0,False
2506,1946,6122,-87,21,2016,0,False
2507,1971,4824,-90,25,2016,1,True
2508,1979,8465,-97,29,2017,1,False
2509,1952,5439,-94,24,2017,0,False
2510,1991,2136,-87,21,2017,1,True
2511,1998,1010,-84,26,2016,1,True
2512,1998,5408,-94,25,2017,0,False
2513,2001,6000,-97,28,2017,0,False
2514,1939,3792,-82,24,2018,1,True
2515,2016,7422,-99,42,2017,1,True
2516,1986,4933,-84,21,2018,1,True
2517,2013,8204,-86,46,2018,0,False
2518,1973,7864,-94,28,2016,1,False
2519,1943,4759,-90,26,2017,1,True
2520,1953,7532,-87,42,2016,0,False
2521,1937,3790,-84,21,2017,0,True
2522,1969,7416,-82,42,2017,1,False
2523,2016,6420,-87,24,2016,1,True
2524,1926,5785,-97,38,2018,0,True
2525,1921,7466,-94,24,2018,1,True
2526,1932,7305,-81,46,2017,1,True
2527,1978,7182,-97,21,2018,1,False
2528,1952,1736,-94,21,2018,0,True
2529,1968,6637,-87,21,2017,0,False
2530,1940,2789,-81,28,2018,1,True
2531,1984,9460,-99,21,2017,1,False
2532,1950,1595,-90,42,2018,1,True
2533,1911,6418,-99,21,2017,1,True
2534,1968,3536,-99,29,2016,1,True
2535,1989,9266,-90,21,2018,0,False
2536,1964,2532,-86,21,2018,0,False
2537,1968,5224,-99,46,2017,1,False
2538,1943,1859,-87,24,2017,0,True
2539,2006,8358,-94,42,2018,1,False
2540,1971,2664,-81,42,2017,0,False
2541,2004,2725,-86,29,2017,0,False
2542,1964,7361,-87,21,2018,1,False
2543,1963,9042,-94,25,2018,1,False
2544,1992,9365,-97,28,2018,0,False
2545,1954,2039,-82,46,2018,0,False
2546,2013,1715,-97,29,2018,1,True
2547,1953,1473,-87,24,2017,1,False
2548,1924,7756,-87,37,2017,0,True
2549,1966,7635,-99,28,2016,1,False
2550,2010,7645,-82,24,2017,0,False
2551,2008,4434,-86,21,2016,1,True
2552,1921,9902,-81,24,2018,1,True
2553,1950,9879,-95,42,2017,0,False
2554,1939,4069,-90,42,2016,1,True
2555,1964,1628,-84,42,2018,1,False
2556,1959,6998,-95,29,2018,1,False
2557,1982,7747,-95,38,2018,1,False
2558,1968,5915,-84,38,2017,1,True
2559,1984,5913,-87,38,2017,1,False
2560,1914,5445,-87,21,2016,1,True
2561,1993,9338,-95,28,2017,0,False
2562,1976,9525,-86,37,2018,0,False
2563,1998,3175,-86,29,2017,1,True
2564,1955,7343,-87,37,2018,1,False
2565,2011,1318,-97,37,2016,1,True
2566,1972,4767,-99,42,2017,1,False
2567,2008,5831,-97,29,2017,1,True
2568,1950,7848,-95,21,2016,0,False
2569,1957,3006,-97,28,2016,1,False
2570,1956,4953,-95,28,2017,0,False
2571,2002,2819,-99,24,2017,1,True
2572,2009,8292,-90,42,2016,0,False
2573,1984,3692,-97,21,2016,1,True
2574,1912,3298,-81,28,2016,0,True
2575,1930,5218,-94,42,2016,0,True
2576,1943,3688,-86,26,2016,1,True
2577,1965,1690,-81,46,2018,1,False
2578,1911,3542,-95,37,2017,1,True
2579,1958,5299,-97,42,2018,0,True
2580,2008,7695,-81,24,2018,1,False
2581,1930,1458,-95,46,2017,1,True
2582,1976,2812,-86,21,2018,0,True
2583,1969,8562,-84,46,2016,1,False
2584,1988,1693,-81,38,2017,0,False
2585,1986,9190,-82,46,2018,1,True
2586,1993,5048,-97,37,2016,0,False
2587,1972,3979,-86,26,2017,0,False
2588,1941,9962,-84,42,2017,1,False
2589,2003,9944,-95,26,2018,1,False
2590,1925,9733,-81,46,2018,1,True
2591,1965,2289,-97,38,2017,1,False
2592,1945,1811,-87,38,2018,1,True
2593,1964,8536,-81,29,2017,1,False
2594,1981,1557,-94,46,2016,1,True
2595,1948,4308,-82,42,2016,0,False
2596,1918,2060,-94,29,2016,1,True
2597,1926,5237,-99,28,2017,1,True
2598,1916,9405,-94,37,2016,1,True
2599,1978,5947,-90,42,2017,1,True
2600,1995,8650,-87,26,2018,0,False
2601,1987,9296,-95,25,2018,1,False
2602,1966,8111,-95,29,2016,1,False
2603,1941,2952,-86,38,2018,0,True
2604,1938,8693,-95,42,2017,1,False
2605,1980,3447,-90,29,2018,1,False
2606,1979,9012,-90,24,2017,1,False
2607,1933,1705,-81,21,2017,1,True
2608,1975,1054,-84,37,2016,1,True
2609,2014,6967,-90,25,2018,1,False
2610,1912,4034,-81,21,2018,1,True
2611,1957,8392,-87,46,2018,1,False
2612,1973,7876,-82,26,2016,1,False
2613,1959,5056,-82,46,2017,0,True
2614,1973,1794,-97,28,2016,0,True
2615,1916,8183,-87,42,2018,1,True
2616,1932,1612,-87,24,2018,1,True
2617,1997,6479,-95,25,2017,1,False
2618,1979,1638,-82,42,2016,0,True
2619,2005,4353,-94,37,2016,0,False
2620,1974,2630,-84,42,2017,1,True
2621,1975,3329,-95,42,2016,1,True
2622,1959,4171,-94,21,2017,1,False
2623,1961,2462,-81,28,2017,0,True
2624,1997,3812,-95,24,2017,0,False
2625,1988,1147,-82,29,2017,1,False
2626,1947,3641,-95,46,2017,0,True
2627,1919,1434,-99,21,2018,0,True
2628,1914,7534,-82,25,2017,1,True
2629,1982,7001,-87,37,2016,0,True
2630,1933,4125,-82,24,2016,1,False
2631,1955,9861,-82,21,2018,1,False
2632,2009,8038,-82,29,2016,1,False
2633,2011,9607,-84,24,2016,0,False
2634,1956,7164,-97,26,2018,1,False
2635,1952,7472,-82,21,2018,0,False
2636,1986,4041,-90,29,2017,1,False
2637,1948,2122,-86,21,2018,1,False
2638,1937,8731,-86,46,2016,0,True
2639,1913,2701,-87,24,2016,0,True
2640,1989,1723,-94,42,2017,1,True
2641,1918,5006,-94,25,2018,1,True
2642,1938,2016,-99,29,2017,1,True
2643,1939,2187,-97,25,2016,1,False
2644,1912,9922,-82,26,2016,0,False
2645,1974,8406,-86,21,2016,0,True
2646,2010,3799,-99,26,2016,1,True
2647,1982,5788,-90,25,2016,1,False
2648,1987,9690,-82,28,2016,1,True
2649,1994,8783,-95,42,2016,0,False
2650,1975,1725,-86,37,2017,0,True
2651,1942,7693,-86,28,2017,1,False
2652,1958,8005,-86,28,2016,1,False
2653,1982,5066,-82,25,2016,0,False
2654,1957,5393,-90,38,2016,1,False
2655,1940,2136,-94,37,2017,1,True
2656,1940,7826,-90,37,2018,0,False
2657,1946,2231,-81,42,2016,1,True
2658,1944,5066,-97,24,2016,1,False
2659,2002,4817,-99,29,2016,0,True
2660,1947,9343,-81,21,2017,1,False
2661,1914,6973,-84,28,2017,1,True
2662,2002,1927,-82,42,2016,1,True
2663,1927,8578,-90,28,2018,1,False
2664,1974,9992,-82,38,2018,1,False
2665,1993,6995,-82,46,2016,1,False
2666,2010,9609,-84,42,2018,0,True
2667,1924,8370,-86,46,2017,1,True
2668,1952,4737,-94,28,2016,0,False
2669,1978,4529,-84,29,2016,1,True
2670,1978,5649,-99,25,2016,0,True
2671,1961,8146,-86,24,2018,0,False
2672,1931,3504,-81,21,2016,1,True
2673,1951,1348,-94,24,2018,1,True
2674,1979,3831,-82,29,2016,1,False
2675,1932,2611,-82,25,2017,0,False
2676,2009,3143,-87,29,2017,1,True
2677,1947,6238,-90,28,2016,1,True
2678,1942,6871,-94,21,2017,1,False
2679,1968,7778,-94,37,2017,0,False
2680,1997,5745,-99,25,2017,0,True
2681,2010,3231,-81,24,2016,0,True
2682,1950,9024,-97,29,2016,1,False
2683,1941,3700,-97,38,2016,1,True
2684,1960,5624,-99,37,2017,0,True
2685,1927,5927,-82,28,2018,1,False
2686,1998,2477,-90,28,2016,1,True
2687,1919,5673,-86,38,2016,0,True
2688,1985,6780,-95,29,2016,0,False
2689,1984,9714,-82,21,2017,0,False
2690,1979,3520,-84,37,2016,1,True
2691,1975,2973,-90,42,2016,1,True
2692,1992,1474,-82,24,2016,0,True
2693,1994,2454,-87,37,2018,0,True
2694,1942,4982,-99,42,2016,1,False
2695,1971,6323,-90,46,2017,0,False
2696,1999,3570,-99,21,2018,1,True
2697,1934,1478,-86,25,2017,0,True
2698,1942,9351,-86,25,2016,0,False
2699,1986,8085,-84,38,2016,0,True
2700,1917,6297,-84,37,2017,1,False
2701,1991,3396,-82,29,2016,0,True
2702,1986,6734,-87,38,2016,0,False
2703,1922,8254,-82,25,2018,1,True
2704,1931,3986,-90,29,2016,1,True
